,current_state,lemma,lemma_input_entities,interest_score
188,"('c=(0+c)', 'c=(c*1)', '(0+c)=(c*1)', '(0+c)=(c+0)', '(c+0)=(c*1)', '((c+0)*(c+0))=((c+0)^2)', '((c+0)*(c*1))=((c+0)^2)')",AdditionMultiplicationLeftDistribution,"('(c*1)', 'c', '0')",8
189,"('c=(0+c)', 'c=(c*1)', '(0+c)=(c*1)', '(0+c)=(c+0)', '(c+0)=(c*1)', '((c+0)*(c+0))=((c+0)^2)', '((c+0)*(c*1))=((c+0)^2)', '((c+0)*(c*1))=((c*(c*1))+(0*(c*1)))')",EquivalenceSubstitution,"('((c+0)*(c*1))', '((c*(c*1))+(0*(c*1)))')",8
190,"('((0+c)+f)=(0+c)',)",AdditionZero,"('0', 'c')",6
191,"('c=(0+c)', '((0+c)+f)=(0+c)')",PrincipleOfEquality,"('c', '(0+c)', '((0+c)+f)', '(0+c)')",6
192,"('c=(0+c)', '((0+c)+f)=(0+c)', '(c+((0+c)+f))=((0+c)+(0+c))')",SquareDefinition,"('(c+((0+c)+f))',)",6
193,"('c=(0+c)', '((0+c)+f)=(0+c)', '(c+((0+c)+f))=((0+c)+(0+c))', '((c+((0+c)+f))*(c+((0+c)+f)))=((c+((0+c)+f))^2)')",EquivalenceSubstitution,"('(c+((0+c)+f))', '((0+c)+(0+c))')",6
194,"('c=(0+c)', '((0+c)+f)=(0+c)', '(c+((0+c)+f))=((0+c)+(0+c))', '((c+((0+c)+f))*(c+((0+c)+f)))=((c+((0+c)+f))^2)', '((c+((0+c)+f))*((0+c)+(0+c)))=((c+((0+c)+f))^2)')",MultiplicationAssociativity,"('((c+((0+c)+f))*((0+c)+(0+c)))', 'f', '(0+c)')",6
195,"('c=(0+c)', '((0+c)+f)=(0+c)', '(c+((0+c)+f))=((0+c)+(0+c))', '((c+((0+c)+f))*(c+((0+c)+f)))=((c+((0+c)+f))^2)', '((c+((0+c)+f))*((0+c)+(0+c)))=((c+((0+c)+f))^2)', '(((c+((0+c)+f))*((0+c)+(0+c)))*(f*(0+c)))=((((c+((0+c)+f))*((0+c)+(0+c)))*f)*(0+c))')",EquivalenceSubstitution,"('((c+((0+c)+f))*((0+c)+(0+c)))', '((c+((0+c)+f))^2)')",6
196,"('c=(0+c)', '((0+c)+f)=(0+c)', '(c+((0+c)+f))=((0+c)+(0+c))', '((c+((0+c)+f))*(c+((0+c)+f)))=((c+((0+c)+f))^2)', '((c+((0+c)+f))*((0+c)+(0+c)))=((c+((0+c)+f))^2)', '(((c+((0+c)+f))*((0+c)+(0+c)))*(f*(0+c)))=((((c+((0+c)+f))*((0+c)+(0+c)))*f)*(0+c))', '(((c+((0+c)+f))^2)*(f*(0+c)))=((((c+((0+c)+f))*((0+c)+(0+c)))*f)*(0+c))')",AdditionMultiplicationLeftDistribution,"('((0+c)+(0+c))', 'c', '((0+c)+f)')",6
197,"('c=(0+c)', '((0+c)+f)=(0+c)', '(c+((0+c)+f))=((0+c)+(0+c))', '((c+((0+c)+f))*(c+((0+c)+f)))=((c+((0+c)+f))^2)', '((c+((0+c)+f))*((0+c)+(0+c)))=((c+((0+c)+f))^2)', '(((c+((0+c)+f))*((0+c)+(0+c)))*(f*(0+c)))=((((c+((0+c)+f))*((0+c)+(0+c)))*f)*(0+c))', '(((c+((0+c)+f))^2)*(f*(0+c)))=((((c+((0+c)+f))*((0+c)+(0+c)))*f)*(0+c))', '((c+((0+c)+f))*((0+c)+(0+c)))=((c*((0+c)+(0+c)))+(((0+c)+f)*((0+c)+(0+c))))')",EquivalenceSubstitution,"('((c+((0+c)+f))*((0+c)+(0+c)))', '((c*((0+c)+(0+c)))+(((0+c)+f)*((0+c)+(0+c))))')",6
198,(),AdditionSimplification,"('a',)",6
199,"('0=(a+(-a))',)",SquareDefinition,"('0',)",6
200,"('0=(a+(-a))', '(0*0)=(0^2)')",EquivalenceSubstitution,"('0', '(a+(-a))')",6
201,"('0=(a+(-a))', '(0*0)=(0^2)', '(0*(a+(-a)))=(0^2)')",AdditionMultiplicationRightDistribution,"('0', 'a', '(-a)')",6
202,"('0=(a+(-a))', '(0*0)=(0^2)', '(0*(a+(-a)))=(0^2)', '(0*(a+(-a)))=((0*a)+(0*(-a)))')",EquivalenceSubstitution,"('(0*(a+(-a)))', '((0*a)+(0*(-a)))')",6
203,"('0=(a+(-a))', '(0*0)=(0^2)', '(0*(a+(-a)))=(0^2)', '(0*(a+(-a)))=((0*a)+(0*(-a)))', '((0*a)+(0*(-a)))=(0^2)')",AdditionZero,"('0', '((0*a)+(0*(-a)))')",6
204,"('0=(a+(-a))', '(0*0)=(0^2)', '(0*(a+(-a)))=(0^2)', '(0*(a+(-a)))=((0*a)+(0*(-a)))', '((0*a)+(0*(-a)))=(0^2)', '((0*a)+(0*(-a)))=(0+((0*a)+(0*(-a))))')",EquivalenceSubstitution,"('((0*a)+(0*(-a)))', '(0^2)')",6
205,"('0=(a+(-a))', '(0*0)=(0^2)', '(0*(a+(-a)))=(0^2)', '(0*(a+(-a)))=((0*a)+(0*(-a)))', '((0*a)+(0*(-a)))=(0^2)', '((0*a)+(0*(-a)))=(0+((0*a)+(0*(-a))))', '(0^2)=(0+((0*a)+(0*(-a))))')",MultiplicationCommutativity,"('0', 'a')",6
206,"('0=(a+(-a))', '(0*0)=(0^2)', '(0*(a+(-a)))=(0^2)', '(0*(a+(-a)))=((0*a)+(0*(-a)))', '((0*a)+(0*(-a)))=(0^2)', '((0*a)+(0*(-a)))=(0+((0*a)+(0*(-a))))', '(0^2)=(0+((0*a)+(0*(-a))))', '(0*a)=(a*0)')",EquivalenceSubstitution,"('(0*a)', '(a*0)')",6
207,"('(a+f)=(b^2)',)",SquareDefinition,"('b',)",8
208,"('(b*b)=(b^2)', '(a+f)=(b^2)')",AdditionAssociativity,"('(b*b)', 'c', '(b^2)')",8
209,"('(b*b)=(b^2)', '((b*b)+(c+(b^2)))=(((b*b)+c)+(b^2))', '(a+f)=(b^2)')",EquivalenceSubstitution,"('(b*b)', '(b^2)')",8
210,"('(b*b)=(b^2)', '((b*b)+(c+(b^2)))=(((b*b)+c)+(b^2))', '((b^2)+(c+(b^2)))=(((b*b)+c)+(b^2))', '(a+f)=(b^2)')",AdditionMultiplicationLeftDistribution,"('(b^2)', 'c', '((b^2)+(c+(b^2)))')",8
211,"('(b*b)=(b^2)', '((b*b)+(c+(b^2)))=(((b*b)+c)+(b^2))', '((b^2)+(c+(b^2)))=(((b*b)+c)+(b^2))', '((c+((b^2)+(c+(b^2))))*(b^2))=((c*(b^2))+(((b^2)+(c+(b^2)))*(b^2)))', '(a+f)=(b^2)')",EquivalenceSubstitution,"('((b^2)+(c+(b^2)))', '(((b*b)+c)+(b^2))')",8
212,"('(b*b)=(b^2)', '((b*b)+(c+(b^2)))=(((b*b)+c)+(b^2))', '((b^2)+(c+(b^2)))=(((b*b)+c)+(b^2))', '((c+((b^2)+(c+(b^2))))*(b^2))=((c*(b^2))+(((b^2)+(c+(b^2)))*(b^2)))', '((c+(((b*b)+c)+(b^2)))*(b^2))=((c*(b^2))+(((b^2)+(c+(b^2)))*(b^2)))', '(a+f)=(b^2)')",PrincipleOfEquality,"('((c+(((b*b)+c)+(b^2)))*(b^2))', '((c*(b^2))+(((b^2)+(c+(b^2)))*(b^2)))', '(a+f)', '(b^2)')",8
213,"('(b*b)=(b^2)', '((b*b)+(c+(b^2)))=(((b*b)+c)+(b^2))', '((b^2)+(c+(b^2)))=(((b*b)+c)+(b^2))', '((c+((b^2)+(c+(b^2))))*(b^2))=((c*(b^2))+(((b^2)+(c+(b^2)))*(b^2)))', '((c+(((b*b)+c)+(b^2)))*(b^2))=((c*(b^2))+(((b^2)+(c+(b^2)))*(b^2)))', '(a+f)=(b^2)', '(((c+(((b*b)+c)+(b^2)))*(b^2))+(a+f))=(((c*(b^2))+(((b^2)+(c+(b^2)))*(b^2)))+(b^2))')",AdditionSimplification,"('(((c+(((b*b)+c)+(b^2)))*(b^2))+(a+f))',)",8
214,"('(b*b)=(b^2)', '((b*b)+(c+(b^2)))=(((b*b)+c)+(b^2))', '((b^2)+(c+(b^2)))=(((b*b)+c)+(b^2))', '((c+((b^2)+(c+(b^2))))*(b^2))=((c*(b^2))+(((b^2)+(c+(b^2)))*(b^2)))', '((c+(((b*b)+c)+(b^2)))*(b^2))=((c*(b^2))+(((b^2)+(c+(b^2)))*(b^2)))', '(a+f)=(b^2)', '(((c+(((b*b)+c)+(b^2)))*(b^2))+(a+f))=(((c*(b^2))+(((b^2)+(c+(b^2)))*(b^2)))+(b^2))', '0=((((c+(((b*b)+c)+(b^2)))*(b^2))+(a+f))+(-(((c+(((b*b)+c)+(b^2)))*(b^2))+(a+f))))')",EquivalenceSubstitution,"('(((c+(((b*b)+c)+(b^2)))*(b^2))+(a+f))', '(((c*(b^2))+(((b^2)+(c+(b^2)))*(b^2)))+(b^2))')",8
215,(),AdditionZero,"('0', 'c')",8
216,"('c=(0+c)',)",AdditionAssociativity,"('c', 'c', 'c')",8
217,"('c=(0+c)', '(c+(c+c))=((c+c)+c)')",EquivalenceSubstitution,"('c', '(0+c)')",8
218,"('c=(0+c)', '(c+(c+c))=((c+c)+c)', '((0+c)+(c+c))=((c+c)+c)')",SquareDefinition,"('((0+c)+(c+c))',)",8
219,"('c=(0+c)', '(c+(c+c))=((c+c)+c)', '((0+c)+(c+c))=((c+c)+c)', '(((0+c)+(c+c))*((0+c)+(c+c)))=(((0+c)+(c+c))^2)')",EquivalenceSubstitution,"('((0+c)+(c+c))', '((c+c)+c)')",8
220,"('c=(0+c)', '(c+(c+c))=((c+c)+c)', '((0+c)+(c+c))=((c+c)+c)', '(((0+c)+(c+c))*((0+c)+(c+c)))=(((0+c)+(c+c))^2)', '(((0+c)+(c+c))*((c+c)+c))=(((0+c)+(c+c))^2)')",AdditionMultiplicationLeftDistribution,"('((c+c)+c)', '(0+c)', '(c+c)')",8
221,"('c=(0+c)', '(c+(c+c))=((c+c)+c)', '((0+c)+(c+c))=((c+c)+c)', '(((0+c)+(c+c))*((0+c)+(c+c)))=(((0+c)+(c+c))^2)', '(((0+c)+(c+c))*((c+c)+c))=(((0+c)+(c+c))^2)', '(((0+c)+(c+c))*((c+c)+c))=(((0+c)*((c+c)+c))+((c+c)*((c+c)+c)))')",EquivalenceSubstitution,"('(((0+c)+(c+c))*((c+c)+c))', '(((0+c)*((c+c)+c))+((c+c)*((c+c)+c)))')",8
222,"('c=(0+c)', '(c+(c+c))=((c+c)+c)', '((0+c)+(c+c))=((c+c)+c)', '(((0+c)+(c+c))*((0+c)+(c+c)))=(((0+c)+(c+c))^2)', '(((0+c)+(c+c))*((c+c)+c))=(((0+c)+(c+c))^2)', '(((0+c)+(c+c))*((c+c)+c))=(((0+c)*((c+c)+c))+((c+c)*((c+c)+c)))', '(((0+c)*((c+c)+c))+((c+c)*((c+c)+c)))=(((0+c)+(c+c))^2)')",AdditionMultiplicationRightDistribution,"('(c+c)', '(c+c)', 'c')",8
223,"('c=(0+c)', '(c+(c+c))=((c+c)+c)', '((0+c)+(c+c))=((c+c)+c)', '(((0+c)+(c+c))*((0+c)+(c+c)))=(((0+c)+(c+c))^2)', '(((0+c)+(c+c))*((c+c)+c))=(((0+c)+(c+c))^2)', '(((0+c)+(c+c))*((c+c)+c))=(((0+c)*((c+c)+c))+((c+c)*((c+c)+c)))', '(((0+c)*((c+c)+c))+((c+c)*((c+c)+c)))=(((0+c)+(c+c))^2)', '((c+c)*((c+c)+c))=(((c+c)*(c+c))+((c+c)*c))')",EquivalenceSubstitution,"('((c+c)*((c+c)+c))', '(((c+c)*(c+c))+((c+c)*c))')",8
224,"('(a+f)=a',)",AdditionSimplification,"('a',)",8
225,"('0=(a+(-a))', '(a+f)=a')",PrincipleOfEquality,"('0', '(a+(-a))', '(a+f)', 'a')",8
226,"('0=(a+(-a))', '(a+f)=a', '(0+(a+f))=((a+(-a))+a)')",AdditionAssociativity,"('0', 'a', 'f')",8
227,"('0=(a+(-a))', '(a+f)=a', '(0+(a+f))=((a+(-a))+a)', '(0+(a+f))=((0+a)+f)')",EquivalenceSubstitution,"('(0+(a+f))', '((0+a)+f)')",8
228,"('0=(a+(-a))', '(a+f)=a', '(0+(a+f))=((a+(-a))+a)', '(0+(a+f))=((0+a)+f)', '((0+a)+f)=((a+(-a))+a)')",EquMoveTerm,"('(0+a)', 'f', '((a+(-a))+a)')",8
229,"('0=(a+(-a))', '(a+f)=a', '(0+(a+f))=((a+(-a))+a)', '(0+(a+f))=((0+a)+f)', '((0+a)+f)=((a+(-a))+a)', '(0+a)=(((a+(-a))+a)+(-f))')",AdditionZero,"('(0+a)', '0')",8
230,"('0=(a+(-a))', '(a+f)=a', '(0+(a+f))=((a+(-a))+a)', '(0+(a+f))=((0+a)+f)', '((0+a)+f)=((a+(-a))+a)', '(0+a)=(((a+(-a))+a)+(-f))', '(0+a)=((0+a)+0)')",EquivalenceSubstitution,"('(0+a)', '(((a+(-a))+a)+(-f))')",8
231,"('(c+f)=c',)",MultiplicationCommutativity,"('a', 'b')",8
232,"('(a*b)=(b*a)', '(c+f)=c')",AdditionSimplification,"('(a*b)',)",8
233,"('(a*b)=(b*a)', '0=((a*b)+(-(a*b)))', '(c+f)=c')",EquivalenceSubstitution,"('(a*b)', '(b*a)')",8
234,"('(a*b)=(b*a)', '0=((a*b)+(-(a*b)))', '0=((a*b)+(-(b*a)))', '(c+f)=c')",AdditionCommutativity,"('(a*b)', '(-(b*a))')",8
235,"('(a*b)=(b*a)', '0=((a*b)+(-(a*b)))', '0=((a*b)+(-(b*a)))', '((a*b)+(-(b*a)))=((-(b*a))+(a*b))', '(c+f)=c')",EquivalenceSubstitution,"('((a*b)+(-(b*a)))', '((-(b*a))+(a*b))')",8
236,"('(a*b)=(b*a)', '0=((a*b)+(-(a*b)))', '0=((a*b)+(-(b*a)))', '((a*b)+(-(b*a)))=((-(b*a))+(a*b))', '0=((-(b*a))+(a*b))', '(c+f)=c')",PrincipleOfEquality,"('0', '((-(b*a))+(a*b))', '(c+f)', 'c')",8
237,"('(a*b)=(b*a)', '0=((a*b)+(-(a*b)))', '0=((a*b)+(-(b*a)))', '((a*b)+(-(b*a)))=((-(b*a))+(a*b))', '0=((-(b*a))+(a*b))', '(c+f)=c', '(0+(c+f))=(((-(b*a))+(a*b))+c)')",AdditionMultiplicationRightDistribution,"('(b*a)', '(0+(c+f))', '(b*a)')",8
238,"('(a*b)=(b*a)', '0=((a*b)+(-(a*b)))', '0=((a*b)+(-(b*a)))', '((a*b)+(-(b*a)))=((-(b*a))+(a*b))', '0=((-(b*a))+(a*b))', '(c+f)=c', '(0+(c+f))=(((-(b*a))+(a*b))+c)', '((b*a)*((0+(c+f))+(b*a)))=(((b*a)*(0+(c+f)))+((b*a)*(b*a)))')",EquivalenceSubstitution,"('(0+(c+f))', '(((-(b*a))+(a*b))+c)')",8
239,(),SquareDefinition,"('a',)",8
240,"('(a*a)=(a^2)',)",AdditionMultiplicationLeftDistribution,"('c', '(a*a)', 'a')",8
241,"('(a*a)=(a^2)', '(((a*a)+a)*c)=(((a*a)*c)+(a*c))')",EquivalenceSubstitution,"('(a*a)', '(a^2)')",8
242,"('(a*a)=(a^2)', '(((a*a)+a)*c)=(((a*a)*c)+(a*c))', '(((a^2)+a)*c)=(((a*a)*c)+(a*c))')",AdditionMultiplicationRightDistribution,"('(((a^2)+a)*c)', 'c', '(a*c)')",8
243,"('(a*a)=(a^2)', '(((a*a)+a)*c)=(((a*a)*c)+(a*c))', '(((a^2)+a)*c)=(((a*a)*c)+(a*c))', '((((a^2)+a)*c)*(c+(a*c)))=(((((a^2)+a)*c)*c)+((((a^2)+a)*c)*(a*c)))')",EquivalenceSubstitution,"('(((a^2)+a)*c)', '(((a*a)*c)+(a*c))')",8
244,"('(a*a)=(a^2)', '(((a*a)+a)*c)=(((a*a)*c)+(a*c))', '(((a^2)+a)*c)=(((a*a)*c)+(a*c))', '((((a^2)+a)*c)*(c+(a*c)))=(((((a^2)+a)*c)*c)+((((a^2)+a)*c)*(a*c)))', '((((a*a)*c)+(a*c))*(c+(a*c)))=(((((a^2)+a)*c)*c)+((((a^2)+a)*c)*(a*c)))')",MultiplicationOne,"('((((a*a)*c)+(a*c))*(c+(a*c)))', '1')",8
245,"('(a*a)=(a^2)', '(((a*a)+a)*c)=(((a*a)*c)+(a*c))', '(((a^2)+a)*c)=(((a*a)*c)+(a*c))', '((((a^2)+a)*c)*(c+(a*c)))=(((((a^2)+a)*c)*c)+((((a^2)+a)*c)*(a*c)))', '((((a*a)*c)+(a*c))*(c+(a*c)))=(((((a^2)+a)*c)*c)+((((a^2)+a)*c)*(a*c)))', '((((a*a)*c)+(a*c))*(c+(a*c)))=(((((a*a)*c)+(a*c))*(c+(a*c)))*1)')",EquivalenceSubstitution,"('((((a*a)*c)+(a*c))*(c+(a*c)))', '(((((a^2)+a)*c)*c)+((((a^2)+a)*c)*(a*c)))')",8
246,"('(a*a)=(a^2)', '(((a*a)+a)*c)=(((a*a)*c)+(a*c))', '(((a^2)+a)*c)=(((a*a)*c)+(a*c))', '((((a^2)+a)*c)*(c+(a*c)))=(((((a^2)+a)*c)*c)+((((a^2)+a)*c)*(a*c)))', '((((a*a)*c)+(a*c))*(c+(a*c)))=(((((a^2)+a)*c)*c)+((((a^2)+a)*c)*(a*c)))', '((((a*a)*c)+(a*c))*(c+(a*c)))=(((((a*a)*c)+(a*c))*(c+(a*c)))*1)', '(((((a^2)+a)*c)*c)+((((a^2)+a)*c)*(a*c)))=(((((a*a)*c)+(a*c))*(c+(a*c)))*1)')",EquMoveTerm,"('((((a^2)+a)*c)*c)', '((((a^2)+a)*c)*(a*c))', '(((((a*a)*c)+(a*c))*(c+(a*c)))*1)')",8
247,(),MultiplicationSimplification,"('c',)",6
248,"('1=(c*(\\frac{1}{c}))',)",MultiplicationCommutativity,"('c', '(\\frac{1}{c})')",6
249,"('1=(c*(\\frac{1}{c}))', '(c*(\\frac{1}{c}))=((\\frac{1}{c})*c)')",EquivalenceSubstitution,"('(c*(\\frac{1}{c}))', '((\\frac{1}{c})*c)')",6
250,"('1=(c*(\\frac{1}{c}))', '(c*(\\frac{1}{c}))=((\\frac{1}{c})*c)', '1=((\\frac{1}{c})*c)')",SquareDefinition,"('1',)",6
251,"('1=(c*(\\frac{1}{c}))', '(c*(\\frac{1}{c}))=((\\frac{1}{c})*c)', '1=((\\frac{1}{c})*c)', '(1*1)=(1^2)')",EquivalenceSubstitution,"('1', '((\\frac{1}{c})*c)')",6
252,"('1=(c*(\\frac{1}{c}))', '(c*(\\frac{1}{c}))=((\\frac{1}{c})*c)', '1=((\\frac{1}{c})*c)', '(1*1)=(1^2)', '(1*((\\frac{1}{c})*c))=(1^2)')",MultiplicationAssociativity,"('1', '(\\frac{1}{c})', 'c')",6
253,"('1=(c*(\\frac{1}{c}))', '(c*(\\frac{1}{c}))=((\\frac{1}{c})*c)', '1=((\\frac{1}{c})*c)', '(1*1)=(1^2)', '(1*((\\frac{1}{c})*c))=(1^2)', '(1*((\\frac{1}{c})*c))=((1*(\\frac{1}{c}))*c)')",EquivalenceSubstitution,"('(1*((\\frac{1}{c})*c))', '((1*(\\frac{1}{c}))*c)')",6
254,"('1=(c*(\\frac{1}{c}))', '(c*(\\frac{1}{c}))=((\\frac{1}{c})*c)', '1=((\\frac{1}{c})*c)', '(1*1)=(1^2)', '(1*((\\frac{1}{c})*c))=(1^2)', '(1*((\\frac{1}{c})*c))=((1*(\\frac{1}{c}))*c)', '((1*(\\frac{1}{c}))*c)=(1^2)')",AdditionSimplification,"('((1*(\\frac{1}{c}))*c)',)",6
255,"('1=(c*(\\frac{1}{c}))', '(c*(\\frac{1}{c}))=((\\frac{1}{c})*c)', '1=((\\frac{1}{c})*c)', '(1*1)=(1^2)', '(1*((\\frac{1}{c})*c))=(1^2)', '(1*((\\frac{1}{c})*c))=((1*(\\frac{1}{c}))*c)', '((1*(\\frac{1}{c}))*c)=(1^2)', '0=(((1*(\\frac{1}{c}))*c)+(-((1*(\\frac{1}{c}))*c)))')",EquivalenceSubstitution,"('((1*(\\frac{1}{c}))*c)', '(1^2)')",6
256,(),MultiplicationOne,"('a', '1')",8
257,"('a=(a*1)',)",MultiplicationAssociativity,"('a', 'c', '(a*1)')",8
258,"('a=(a*1)', '(a*(c*(a*1)))=((a*c)*(a*1))')",EquivalenceSubstitution,"('a', '(a*1)')",8
259,"('a=(a*1)', '(a*(c*(a*1)))=((a*c)*(a*1))', '((a*1)*(c*(a*1)))=((a*c)*(a*1))')",AdditionMultiplicationLeftDistribution,"('((a*1)*(c*(a*1)))', 'b', '(a*1)')",8
260,"('a=(a*1)', '(a*(c*(a*1)))=((a*c)*(a*1))', '((a*1)*(c*(a*1)))=((a*c)*(a*1))', '((b+(a*1))*((a*1)*(c*(a*1))))=((b*((a*1)*(c*(a*1))))+((a*1)*((a*1)*(c*(a*1)))))')",EquivalenceSubstitution,"('((a*1)*(c*(a*1)))', '((a*c)*(a*1))')",8
261,"('a=(a*1)', '(a*(c*(a*1)))=((a*c)*(a*1))', '((a*1)*(c*(a*1)))=((a*c)*(a*1))', '((b+(a*1))*((a*1)*(c*(a*1))))=((b*((a*1)*(c*(a*1))))+((a*1)*((a*1)*(c*(a*1)))))', '((b+(a*1))*((a*c)*(a*1)))=((b*((a*1)*(c*(a*1))))+((a*1)*((a*1)*(c*(a*1)))))')",AdditionMultiplicationRightDistribution,"('c', '1', '((b+(a*1))*((a*c)*(a*1)))')",8
262,"('a=(a*1)', '(a*(c*(a*1)))=((a*c)*(a*1))', '((a*1)*(c*(a*1)))=((a*c)*(a*1))', '((b+(a*1))*((a*1)*(c*(a*1))))=((b*((a*1)*(c*(a*1))))+((a*1)*((a*1)*(c*(a*1)))))', '((b+(a*1))*((a*c)*(a*1)))=((b*((a*1)*(c*(a*1))))+((a*1)*((a*1)*(c*(a*1)))))', '(c*(1+((b+(a*1))*((a*c)*(a*1)))))=((c*1)+(c*((b+(a*1))*((a*c)*(a*1)))))')",EquivalenceSubstitution,"('((b+(a*1))*((a*c)*(a*1)))', '((b*((a*1)*(c*(a*1))))+((a*1)*((a*1)*(c*(a*1)))))')",8
263,"('a=(a*1)', '(a*(c*(a*1)))=((a*c)*(a*1))', '((a*1)*(c*(a*1)))=((a*c)*(a*1))', '((b+(a*1))*((a*1)*(c*(a*1))))=((b*((a*1)*(c*(a*1))))+((a*1)*((a*1)*(c*(a*1)))))', '((b+(a*1))*((a*c)*(a*1)))=((b*((a*1)*(c*(a*1))))+((a*1)*((a*1)*(c*(a*1)))))', '(c*(1+((b+(a*1))*((a*c)*(a*1)))))=((c*1)+(c*((b+(a*1))*((a*c)*(a*1)))))', '(c*(1+((b*((a*1)*(c*(a*1))))+((a*1)*((a*1)*(c*(a*1)))))))=((c*1)+(c*((b+(a*1))*((a*c)*(a*1)))))')",MultiplicationCommutativity,"('a', '1')",8
264,"('a=(a*1)', '(a*(c*(a*1)))=((a*c)*(a*1))', '((a*1)*(c*(a*1)))=((a*c)*(a*1))', '((b+(a*1))*((a*1)*(c*(a*1))))=((b*((a*1)*(c*(a*1))))+((a*1)*((a*1)*(c*(a*1)))))', '((b+(a*1))*((a*c)*(a*1)))=((b*((a*1)*(c*(a*1))))+((a*1)*((a*1)*(c*(a*1)))))', '(c*(1+((b+(a*1))*((a*c)*(a*1)))))=((c*1)+(c*((b+(a*1))*((a*c)*(a*1)))))', '(c*(1+((b*((a*1)*(c*(a*1))))+((a*1)*((a*1)*(c*(a*1)))))))=((c*1)+(c*((b+(a*1))*((a*c)*(a*1)))))', '(a*1)=(1*a)')",EquivalenceSubstitution,"('(a*1)', '(1*a)')",8
265,"('(a+f)=1',)",MultiplicationSimplification,"('b',)",8
266,"('1=(b*(\\frac{1}{b}))', '(a+f)=1')",AdditionAssociativity,"('1', '1', 'a')",8
267,"('1=(b*(\\frac{1}{b}))', '(1+(1+a))=((1+1)+a)', '(a+f)=1')",EquivalenceSubstitution,"('1', '(b*(\\frac{1}{b}))')",8
268,"('1=(b*(\\frac{1}{b}))', '(1+(1+a))=((1+1)+a)', '((b*(\\frac{1}{b}))+(1+a))=((1+1)+a)', '(a+f)=1')",PrincipleOfEquality,"('((b*(\\frac{1}{b}))+(1+a))', '((1+1)+a)', '(a+f)', '1')",8
269,"('1=(b*(\\frac{1}{b}))', '(1+(1+a))=((1+1)+a)', '((b*(\\frac{1}{b}))+(1+a))=((1+1)+a)', '(a+f)=1', '(((b*(\\frac{1}{b}))+(1+a))+(a+f))=(((1+1)+a)+1)')",AdditionMultiplicationLeftDistribution,"('(((b*(\\frac{1}{b}))+(1+a))+(a+f))', '(1+a)', '(\\frac{1}{b})')",8
270,"('1=(b*(\\frac{1}{b}))', '(1+(1+a))=((1+1)+a)', '((b*(\\frac{1}{b}))+(1+a))=((1+1)+a)', '(a+f)=1', '(((b*(\\frac{1}{b}))+(1+a))+(a+f))=(((1+1)+a)+1)', '(((1+a)+(\\frac{1}{b}))*(((b*(\\frac{1}{b}))+(1+a))+(a+f)))=(((1+a)*(((b*(\\frac{1}{b}))+(1+a))+(a+f)))+((\\frac{1}{b})*(((b*(\\frac{1}{b}))+(1+a))+(a+f))))')",EquivalenceSubstitution,"('(((b*(\\frac{1}{b}))+(1+a))+(a+f))', '(((1+1)+a)+1)')",8
271,"('1=(b*(\\frac{1}{b}))', '(1+(1+a))=((1+1)+a)', '((b*(\\frac{1}{b}))+(1+a))=((1+1)+a)', '(a+f)=1', '(((b*(\\frac{1}{b}))+(1+a))+(a+f))=(((1+1)+a)+1)', '(((1+a)+(\\frac{1}{b}))*(((b*(\\frac{1}{b}))+(1+a))+(a+f)))=(((1+a)*(((b*(\\frac{1}{b}))+(1+a))+(a+f)))+((\\frac{1}{b})*(((b*(\\frac{1}{b}))+(1+a))+(a+f))))', '(((1+a)+(\\frac{1}{b}))*(((1+1)+a)+1))=(((1+a)*(((b*(\\frac{1}{b}))+(1+a))+(a+f)))+((\\frac{1}{b})*(((b*(\\frac{1}{b}))+(1+a))+(a+f))))')",MultiplicationCommutativity,"('b', '(\\frac{1}{b})')",8
272,"('1=(b*(\\frac{1}{b}))', '(1+(1+a))=((1+1)+a)', '((b*(\\frac{1}{b}))+(1+a))=((1+1)+a)', '(a+f)=1', '(((b*(\\frac{1}{b}))+(1+a))+(a+f))=(((1+1)+a)+1)', '(((1+a)+(\\frac{1}{b}))*(((b*(\\frac{1}{b}))+(1+a))+(a+f)))=(((1+a)*(((b*(\\frac{1}{b}))+(1+a))+(a+f)))+((\\frac{1}{b})*(((b*(\\frac{1}{b}))+(1+a))+(a+f))))', '(((1+a)+(\\frac{1}{b}))*(((1+1)+a)+1))=(((1+a)*(((b*(\\frac{1}{b}))+(1+a))+(a+f)))+((\\frac{1}{b})*(((b*(\\frac{1}{b}))+(1+a))+(a+f))))', '(b*(\\frac{1}{b}))=((\\frac{1}{b})*b)')",EquivalenceSubstitution,"('(b*(\\frac{1}{b}))', '((\\frac{1}{b})*b)')",8
273,(),SquareDefinition,"('a',)",6
274,"('(a*a)=(a^2)',)",MultiplicationOne,"('1', '(a*a)')",6
275,"('(a*a)=(a^2)', '(a*a)=(1*(a*a))')",EquivalenceSubstitution,"('(a*a)', '(a^2)')",6
276,"('(a*a)=(a^2)', '(a*a)=(1*(a*a))', '(a^2)=(1*(a*a))')",AdditionCommutativity,"('(a^2)', 'b')",6
277,"('(a*a)=(a^2)', '(a*a)=(1*(a*a))', '(a^2)=(1*(a*a))', '((a^2)+b)=(b+(a^2))')",EquivalenceSubstitution,"('(a^2)', '(1*(a*a))')",6
